Time,L_toes,,,L_foot,,,L_knee,,,L_hip,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4.56,219.269,-1262.91,42.4227,344.104,-1244.5,109.054,307.971,-1223.95,522.931,356.655,-1251.33,985.189
4.57,219.286,-1262.82,42.4876,343.71,-1244.6,108.95,306.02,-1224.4,522.411,358.997,-1251.04,984.16
4.58,219.193,-1262.86,42.4782,343.15,-1244.73,108.737,303.807,-1225.11,521.77,361.417,-1250.56,983.098
4.59,219.148,-1262.91,42.4241,342.459,-1244.86,108.521,301.494,-1225.78,520.961,363.756,-1250.25,981.839
4.6,219.109,-1262.86,42.3881,341.5,-1245.28,108.173,299.14,-1226.5,520.281,366.155,-1249.94,980.349
4.61,219.126,-1262.86,42.4601,340.558,-1245.69,107.849,296.784,-1227.24,519.543,368.625,-1249.42,978.774
4.62,219.073,-1262.86,42.3907,339.804,-1245.98,107.375,294.497,-1228.18,518.803,371.121,-1249.06,976.929
4.63,219.098,-1262.82,42.3843,339.094,-1246.67,107.337,292.287,-1228.92,517.806,373.521,-1248.74,975.029
4.64,219.169,-1262.7,42.4246,338.734,-1247.02,107.058,290.07,-1229.61,516.951,375.947,-1248.59,973.037
4.65,219.211,-1262.54,42.4341,338.536,-1247.1,106.643,287.803,-1230.57,516.22,378.303,-1248.45,970.988
4.66,219.2,-1262.5,42.4293,338.41,-1247.18,106.362,285.487,-1231.65,515.281,380.808,-1248.27,968.698
4.67,219.127,-1262.54,42.3001,338.193,-1247.17,106.102,283.005,-1232.82,514.448,383.332,-1248.07,966.421
4.68,218.992,-1262.75,42.192,337.782,-1247.12,105.632,280.516,-1234.15,513.591,385.818,-1247.89,963.947
4.69,218.826,-1262.84,41.9172,337.078,-1247.4,105.247,278.233,-1235.56,512.528,388.248,-1247.71,961.328
4.7,218.697,-1262.92,41.6849,336.38,-1247.63,104.495,275.902,-1236.9,511.497,390.576,-1247.66,958.681
4.71,218.532,-1263.01,41.4562,335.718,-1247.99,103.784,273.497,-1238.38,510.3,393.001,-1247.58,955.949
4.72,218.484,-1263.14,41.2824,335.002,-1248.6,103.346,271.099,-1239.85,509.222,395.271,-1247.59,953.066
4.73,218.349,-1263.19,41.2022,334.373,-1248.77,102.829,268.634,-1241.07,507.926,397.508,-1247.39,950.123
4.74,218.338,-1263.19,41.1091,333.849,-1248.65,102.029,266.108,-1242.39,506.698,399.665,-1247.29,946.761
4.75,218.335,-1263.27,41.0345,333.361,-1248.48,101.361,263.516,-1243.95,505.598,401.841,-1247,943.434
4.76,218.282,-1263.43,41.0209,332.931,-1248.58,101.128,260.821,-1245.68,504.39,404.035,-1246.9,939.869
4.77,218.253,-1263.55,40.9076,332.455,-1248.76,100.832,257.953,-1247.34,503.138,406.238,-1246.81,936.031
4.78,218.22,-1263.68,40.8138,332.032,-1248.75,100.443,255.119,-1248.9,501.658,408.398,-1246.87,932.023
4.79,218.161,-1264.04,40.744,331.611,-1248.75,99.9198,252.258,-1250.57,500.475,410.593,-1246.84,927.76
4.8,218.086,-1264.36,40.6426,331.138,-1248.9,99.4426,249.595,-1251.96,499.089,412.791,-1246.84,923.327
4.81,218.027,-1264.49,40.4659,330.62,-1249.16,99.2129,246.916,-1252.92,497.575,414.868,-1246.86,918.774
4.82,217.985,-1264.65,40.4127,330.014,-1249.41,98.9535,244.27,-1253.65,496.146,416.999,-1246.91,914.111
4.83,218.01,-1264.62,40.3152,329.6,-1249.39,98.5798,241.589,-1254.01,494.78,419.15,-1246.99,909.372
4.84,218.021,-1264.65,40.3211,329.081,-1249.25,98.3203,238.977,-1254.15,493.297,421.162,-1247.06,904.583
4.85,218.005,-1264.62,40.245,328.232,-1248.98,97.9817,236.367,-1254.17,491.781,423.138,-1247.19,899.821
4.86,217.974,-1264.65,40.2733,327.251,-1249.01,98.0206,233.601,-1254.04,490.29,425.115,-1247.33,894.947
4.87,217.968,-1264.62,40.2476,326.059,-1248.62,97.8724,230.633,-1253.71,488.904,427.059,-1247.67,889.961
4.88,217.926,-1264.62,40.2228,324.699,-1248.54,98.1021,227.653,-1253.58,487.664,428.937,-1247.95,884.941
4.89,217.862,-1264.58,40.2362,323.4,-1247.79,97.9565,224.727,-1253.41,486.361,430.78,-1247.91,879.653
4.9,217.803,-1264.54,40.1398,322.088,-1247.61,97.9656,221.713,-1253.11,484.826,432.377,-1248.09,874.44
4.91,217.733,-1264.5,40.039,320.743,-1246.82,97.5962,218.714,-1252.81,483.29,433.73,-1248.42,869.445
4.92,217.682,-1264.54,40.0073,319.161,-1246.14,97.4612,215.72,-1252.7,481.734,435.092,-1248.25,864.218
4.93,217.604,-1264.54,39.9862,317.735,-1245.22,97.1205,212.644,-1252.59,480.14,436.111,-1248.36,859.153
4.94,217.512,-1264.42,39.8297,316.431,-1244.33,96.6397,209.466,-1252.34,478.495,437.262,-1248.22,854.026
4.95,217.402,-1264.43,39.8353,315.024,-1243.54,96.4395,206.334,-1252.33,476.756,438.115,-1248.28,848.859
4.96,217.282,-1264.26,39.7357,314.046,-1242.84,96.2216,203.235,-1252.13,475.076,439.17,-1248.29,843.419
4.97,217.169,-1264.19,39.6535,313.033,-1242.12,95.9508,200.161,-1251.81,473.307,440.285,-1248.6,838.264
4.98,217.083,-1264.1,39.6141,311.999,-1241.59,95.7921,197.278,-1251.5,471.598,441.325,-1248.68,833.033
4.99,217.013,-1264.03,39.5554,311.114,-1240.82,95.5898,194.456,-1251.32,469.904,442.528,-1248.86,827.773
5,216.889,-1263.94,39.5614,310.35,-1240.34,95.5973,191.658,-1251.05,468.302,443.475,-1249.11,822.529
5.01,216.839,-1263.82,39.6064,309.486,-1239.73,95.5282,188.937,-1250.74,466.904,444.531,-1248.9,817.173
5.02,216.761,-1263.69,39.6665,308.682,-1239.54,95.7091,186.232,-1250.33,465.535,445.414,-1249.33,811.935
5.03,216.666,-1263.49,39.6473,307.88,-1238.85,95.6391,183.593,-1249.99,464.134,446.319,-1249.44,806.475
5.04,216.607,-1263.29,39.5827,307.115,-1238.37,95.6485,181.001,-1249.73,462.6,447.192,-1249.38,801.014
5.05,216.526,-1263.21,39.6112,306.346,-1237.88,95.6289,178.479,-1249.48,461.107,448.094,-1249.79,795.476
5.06,216.464,-1263.05,39.6052,305.525,-1237.41,95.5318,175.968,-1249.26,459.74,449.114,-1249.95,789.906
5.07,216.381,-1262.89,39.5019,304.915,-1237.22,95.6274,173.571,-1249.12,458.463,450.155,-1250.2,784.052
5.08,216.336,-1262.77,39.5721,304.371,-1236.71,95.4553,171.408,-1248.84,456.921,451.345,-1250.66,778.505
5.09,216.28,-1262.65,39.5492,303.848,-1236.24,95.3804,169.295,-1248.67,455.493,452.694,-1250.73,772.799
5.1,216.244,-1262.48,39.4937,303.298,-1235.89,95.4837,167.29,-1248.3,454.166,453.946,-1251.2,767.834
5.11,216.182,-1262.33,39.4436,302.826,-1235.57,95.6565,165.312,-1247.98,452.947,455.01,-1251.05,762.957
5.12,216.093,-1262.13,39.3594,302.177,-1235.19,95.7194,163.328,-1247.65,451.641,455.846,-1251.24,758.228
5.13,216.02,-1261.97,39.3043,301.454,-1234.87,95.9181,161.365,-1247.36,450.489,456.701,-1251.28,753.388
5.14,215.928,-1261.85,39.2827,300.918,-1234.47,96.062,159.228,-1247.15,449.306,457.43,-1251.39,748.406
5.15,215.835,-1261.73,39.169,300.283,-1233.91,96.0838,157.112,-1246.87,447.847,458.023,-1251.64,743.266
5.16,215.737,-1261.62,39.0334,299.722,-1233.44,96.007,154.965,-1246.68,446.386,458.643,-1251.97,737.989
5.17,215.673,-1261.58,38.9568,299.274,-1233.15,95.8279,152.845,-1246.53,444.843,459.344,-1252.27,732.727
5.18,215.614,-1261.54,38.8582,298.763,-1232.93,95.8765,150.691,-1246.53,443.463,460.032,-1252.4,727.483
5.19,215.558,-1261.58,38.8461,298.278,-1232.67,95.9213,148.548,-1246.45,441.845,460.584,-1252.53,722.404
5.2,215.476,-1261.66,38.7966,297.751,-1232.48,95.9857,146.503,-1246.46,440.32,461.025,-1252.55,717.781
5.21,215.414,-1261.71,38.7145,297.37,-1232.25,96.051,144.522,-1246.61,438.994,461.293,-1252.41,713.195
5.22,215.392,-1261.67,38.6154,296.963,-1232.07,96.0769,142.745,-1246.92,437.764,461.517,-1252.37,708.661
5.23,215.364,-1261.79,38.6384,296.572,-1231.81,96.0886,140.933,-1247.15,436.528,461.73,-1252.22,703.901
5.24,215.327,-1261.79,38.5508,296.244,-1231.59,96.0415,139.117,-1247.26,435.194,462.058,-1252.11,699.278
5.25,215.353,-1261.95,38.5123,295.959,-1231.46,96.1059,137.607,-1247.57,433.958,462.416,-1252.16,694.663
5.26,215.313,-1262.07,38.4409,295.64,-1231.53,96.2094,136.024,-1247.79,432.859,462.837,-1252.18,690.102
5.27,215.299,-1262.12,38.3625,295.341,-1231.56,96.2794,134.547,-1248.2,431.776,463.266,-1252.31,685.525
5.28,215.313,-1262.24,38.3178,295.12,-1231.59,96.3739,133.186,-1248.42,430.588,463.745,-1252.44,681.058
5.29,215.321,-1262.36,38.3403,294.899,-1231.53,96.4726,131.884,-1248.8,429.646,464.191,-1252.5,676.819
5.3,215.349,-1262.4,38.1955,294.682,-1231.37,96.466,130.589,-1248.9,428.438,464.577,-1252.51,672.742
5.31,215.378,-1262.48,38.1853,294.369,-1231.14,96.4609,129.292,-1249.15,427.521,464.891,-1252.34,668.735
5.32,215.406,-1262.56,38.1312,294.141,-1230.93,96.5399,128.013,-1249.19,426.437,465.11,-1252.33,664.836
5.33,215.386,-1262.6,38.1177,293.849,-1230.72,96.5847,126.73,-1249.28,425.478,465.256,-1252.09,661.176
5.34,215.403,-1262.64,38.1466,293.61,-1230.57,96.6626,125.482,-1249.26,424.631,465.337,-1252.04,657.468
5.35,215.419,-1262.65,38.1299,293.414,-1230.48,96.7103,124.349,-1249.37,423.693,465.411,-1252,654.03
5.36,215.411,-1262.57,38.064,293.255,-1230.4,96.7577,123.272,-1249.12,422.754,465.487,-1251.85,650.595
5.37,215.397,-1262.61,38.1197,293.022,-1230.22,96.7663,122.216,-1249.1,421.961,465.557,-1251.88,647.255
5.38,215.411,-1262.56,38.1553,292.84,-1230.01,96.8108,121.228,-1248.73,420.983,465.656,-1251.9,644.187
5.39,215.406,-1262.56,38.1312,292.639,-1229.88,96.8354,120.325,-1248.66,420.43,465.704,-1251.82,641.34
5.4,215.397,-1262.45,38.1087,292.475,-1229.76,96.8563,119.386,-1248.14,419.598,465.746,-1251.82,638.673
5.41,215.397,-1262.45,38.0648,292.289,-1229.59,96.8701,118.582,-1247.83,418.929,465.755,-1251.85,636.18
5.42,215.383,-1262.49,38.1644,292.109,-1229.5,96.9939,117.731,-1247.3,418.321,465.697,-1251.79,633.832
5.43,215.364,-1262.37,38.0948,291.944,-1229.29,96.9754,116.934,-1246.99,417.879,465.603,-1251.75,631.638
5.44,215.369,-1262.37,38.1189,291.741,-1229.11,97.1393,116.128,-1246.72,417.423,465.491,-1251.7,629.793
5.45,215.341,-1262.32,38.1309,291.555,-1229.06,97.2847,115.328,-1246.42,416.734,465.296,-1251.68,628.085
5.46,215.352,-1262.33,38.1339,291.444,-1228.97,97.3352,114.671,-1246.3,416.249,465.102,-1251.71,626.344
5.47,215.367,-1262.29,38.0783,291.317,-1228.97,97.4406,114.055,-1246.18,415.865,464.858,-1251.7,624.905
5.48,215.347,-1262.32,38.1538,291.195,-1228.88,97.4439,113.42,-1246.17,415.517,464.674,-1251.76,623.561
5.49,215.361,-1262.25,38.1403,291.105,-1228.84,97.5055,112.915,-1246.12,415.158,464.528,-1251.57,622.29
5.5,215.352,-1262.32,38.179,290.999,-1228.79,97.4949,112.506,-1246.14,414.801,464.452,-1251.53,621.163
5.51,215.356,-1262.25,38.1162,290.951,-1228.7,97.4526,112.224,-1246.16,414.523,464.324,-1251.41,620.332
5.52,215.316,-1262.33,38.1794,290.888,-1228.7,97.5016,111.963,-1246.17,414.371,464.249,-1251.38,619.772
5.53,215.336,-1262.29,38.1478,290.845,-1228.62,97.4395,111.787,-1246.14,414.25,464.179,-1251.3,619.324
5.54,215.336,-1262.29,38.1478,290.882,-1228.7,97.5223,111.712,-1246.07,414.223,464.215,-1251.2,619.082
5.55,215.358,-1262.37,38.1135,290.86,-1228.66,97.5132,111.718,-1245.99,414.236,464.279,-1251.14,618.848
5.56,215.386,-1262.41,38.1489,290.871,-1228.66,97.5165,111.796,-1245.99,414.335,464.359,-1251.07,618.868
5.57,215.408,-1262.45,38.2019,290.897,-1228.66,97.5576,111.875,-1245.83,414.375,464.395,-1251.03,619.101
5.58,215.403,-1262.45,38.1778,290.939,-1228.66,97.5812,112.008,-1245.63,414.429,464.521,-1250.89,619.456
5.59,215.42,-1262.48,38.2079,290.98,-1228.66,97.6048,112.173,-1245.54,414.578,464.538,-1250.84,619.988
5.6,215.436,-1262.52,38.2391,291.039,-1228.7,97.6125,112.331,-1245.42,414.747,464.53,-1250.8,620.699
5.61,215.42,-1262.48,38.2079,291.102,-1228.75,97.6453,112.551,-1245.37,415.084,464.456,-1250.63,621.642
5.62,215.436,-1262.52,38.2379,291.161,-1228.79,97.5634,112.785,-1245.12,415.191,464.322,-1250.64,622.802
5.63,215.428,-1262.6,38.2754,291.256,-1228.84,97.5716,113.061,-1244.98,415.452,464.18,-1250.46,624.097
5.64,215.45,-1262.64,38.2845,291.346,-1228.84,97.5115,113.356,-1244.93,415.683,464.052,-1250.39,625.508
5.65,215.456,-1262.64,38.3086,291.415,-1228.92,97.4833,113.68,-1244.84,415.971,463.806,-1250.23,627.191
5.66,215.484,-1262.72,38.2995,291.516,-1228.97,97.424,114.142,-1244.81,416.405,463.569,-1250.07,628.915
5.67,215.512,-1262.76,38.3315,291.617,-1229.02,97.3677,114.542,-1244.78,416.843,463.316,-1249.92,630.997
5.68,215.52,-1262.88,38.399,291.797,-1229.07,97.2878,114.985,-1244.79,417.261,463.008,-1249.75,632.971
5.69,215.553,-1262.96,38.4602,291.96,-1229.08,97.2257,115.408,-1244.61,417.658,462.69,-1249.55,635.16
5.7,215.576,-1263,38.5131,292.119,-1229.14,97.1287,115.889,-1244.27,418.036,462.273,-1249.47,637.565
5.71,215.59,-1262.96,38.5025,292.27,-1229.17,97.1987,116.325,-1244.06,418.494,461.782,-1249.38,640.16
5.72,215.657,-1263.08,38.5759,292.503,-1229.23,97.1431,116.821,-1243.87,419.051,461.263,-1249.32,642.949
5.73,215.668,-1263.11,38.6269,292.682,-1229.28,97.1082,117.368,-1243.68,419.588,460.734,-1249.23,645.734
5.74,215.707,-1263.19,38.666,292.857,-1229.41,97.1363,118.042,-1243.48,420.327,460.231,-1249.1,648.655
5.75,215.729,-1263.23,38.7189,293.041,-1229.49,97.1737,118.595,-1243.22,420.834,459.673,-1249.03,651.848
5.76,215.715,-1263.31,38.7786,293.21,-1229.62,97.2206,119.171,-1242.99,421.552,458.99,-1248.99,655.123
5.77,215.763,-1263.31,38.7789,293.352,-1229.66,97.2329,119.858,-1242.75,422.203,458.388,-1249,658.515
5.78,215.76,-1263.39,38.8405,293.526,-1229.71,97.2197,120.598,-1242.51,422.931,457.755,-1248.9,662.215
5.79,215.793,-1263.47,38.8555,293.695,-1229.83,97.2668,121.413,-1242.47,423.831,457.118,-1248.76,665.716
5.8,215.821,-1263.51,38.8436,293.922,-1229.92,97.1924,122.143,-1242.14,424.508,456.392,-1248.72,669.666
5.81,215.793,-1263.63,38.9114,294.165,-1230.13,97.2782,123.101,-1242.09,425.524,455.616,-1248.6,673.659
5.82,215.841,-1263.64,38.8692,294.45,-1230.34,97.3439,124.018,-1242.03,426.372,454.959,-1248.46,677.736
5.83,215.891,-1263.75,38.9142,294.794,-1230.56,97.3722,124.984,-1241.76,427.3,454.182,-1248.37,681.883
5.84,215.902,-1263.79,38.9651,295.13,-1230.61,97.387,126.036,-1241.73,428.25,453.323,-1248.33,686.405
5.85,215.93,-1263.83,38.9544,295.478,-1230.68,97.3124,127.117,-1241.6,429.358,452.522,-1248.2,690.886
5.86,215.969,-1263.91,38.9923,295.772,-1230.73,97.2955,128.24,-1241.64,430.518,451.665,-1248.12,695.496
5.87,216.023,-1263.95,39.0208,296.089,-1230.91,97.3365,129.431,-1241.46,431.614,450.787,-1248.08,700.237
5.88,216.081,-1263.99,39.0295,296.485,-1231.17,97.3934,130.723,-1241.47,432.77,449.901,-1247.93,704.946
5.89,216.078,-1264.07,39.0448,296.834,-1231.5,97.5307,132.058,-1241.37,433.725,448.974,-1248.03,709.911
5.9,216.134,-1264.19,39.0262,297.179,-1231.88,97.6455,133.404,-1241.46,435.056,448.084,-1248.02,714.946
5.91,216.204,-1264.24,39.0357,297.537,-1232.06,97.7491,134.734,-1241.31,436.126,447.087,-1247.93,719.903
5.92,216.227,-1264.28,38.9997,297.874,-1232.31,97.8414,136.202,-1241.39,437.407,446.002,-1247.99,725.144
5.93,216.249,-1264.32,39.0538,298.4,-1232.53,97.9152,137.682,-1241.21,438.621,444.92,-1247.83,730.363
5.94,216.302,-1264.36,39.1284,298.852,-1232.78,98.081,139.166,-1241.21,439.849,443.648,-1247.81,735.673
5.95,216.403,-1264.39,39.2046,299.301,-1233,98.0782,140.752,-1241.26,441.147,442.516,-1247.72,741.037
5.96,216.465,-1264.35,39.2856,299.711,-1233.18,98.1696,142.31,-1241.04,442.333,441.119,-1247.7,746.607
5.97,216.518,-1264.38,39.4054,300.15,-1233.53,98.2454,143.963,-1241.19,443.699,439.828,-1247.67,752.061
5.98,216.576,-1264.39,39.4998,300.599,-1233.91,98.4148,145.709,-1241.13,444.877,438.452,-1247.58,757.501
5.99,216.644,-1264.38,39.5179,301.046,-1234.25,98.591,147.513,-1240.99,446.211,436.993,-1247.67,763.028
6,216.708,-1264.42,39.5945,301.521,-1234.48,98.5803,149.27,-1240.98,447.578,435.672,-1247.86,768.469
6.01,216.731,-1264.46,39.6485,302.088,-1234.74,98.7225,151.227,-1241.11,448.999,434.109,-1247.98,774.036
6.02,216.762,-1264.46,39.578,302.63,-1235.12,98.9043,153.163,-1241.07,450.42,432.602,-1248.35,779.813
6.03,216.834,-1264.58,39.7201,303.209,-1235.58,99.1783,155.157,-1241,451.863,431.064,-1248.19,785.226
6.04,216.891,-1264.55,39.6421,303.676,-1235.91,99.5,157.141,-1241.04,453.48,429.42,-1248.5,791.2
6.05,216.955,-1264.59,39.6736,304.244,-1236.33,99.7217,159.199,-1240.98,454.778,427.604,-1248.88,797.182
6.06,217.045,-1264.62,39.7007,304.84,-1236.88,99.9658,161.282,-1241.1,456.379,425.775,-1249.31,803.336
6.07,217.109,-1264.67,39.7762,305.449,-1237.15,100.172,163.478,-1241.18,457.936,423.936,-1249.75,809.464
6.08,217.123,-1264.78,39.9138,306.121,-1237.46,100.236,165.679,-1241.15,459.439,422.228,-1250.07,815.416
6.09,217.218,-1264.82,39.9199,306.847,-1238.02,100.534,168.012,-1241.16,461.031,420.573,-1250.22,821.372
6.1,217.31,-1264.9,40.0293,307.432,-1238.53,100.733,170.386,-1241.06,462.649,418.982,-1250.34,827.122
6.11,217.356,-1264.86,39.9485,308.157,-1239.24,101.209,172.863,-1241.03,464.354,417.378,-1250.44,832.724
6.12,217.389,-1264.9,40.0054,308.959,-1239.74,101.587,175.406,-1240.89,465.988,415.904,-1250.1,837.909
6.13,217.431,-1264.9,39.9829,309.833,-1240.09,101.88,178.027,-1240.83,467.711,414.449,-1249.86,843.256
6.14,217.476,-1264.99,40.0459,310.672,-1240.76,102.384,180.661,-1240.73,469.391,413,-1249.34,848.518
6.15,217.529,-1265.03,40.0294,311.55,-1241.09,102.826,183.349,-1240.6,471.128,411.658,-1248.98,853.617
6.16,217.566,-1265.03,39.982,312.579,-1241.44,103.174,186.076,-1240.47,472.805,410.154,-1248.88,858.98
6.17,217.63,-1265.07,40.0125,313.477,-1241.68,103.55,188.819,-1240.42,474.577,408.716,-1248.77,864.067
6.18,217.647,-1265.11,40.0445,314.375,-1242.12,104.052,191.686,-1240.25,476.349,407.145,-1249.01,869.312
6.19,217.689,-1265.11,40.0651,315.258,-1242.32,104.314,194.56,-1240.25,478.065,405.41,-1249.22,874.667
6.2,217.798,-1265.07,40.1017,316.214,-1242.56,104.571,197.492,-1240.17,479.792,403.96,-1249.46,879.845
6.21,217.877,-1265.1,40.2167,317.071,-1243.03,104.919,200.401,-1240.06,481.559,402.465,-1249.46,884.7
6.22,217.947,-1265.15,40.1823,317.974,-1243.28,105.186,203.391,-1239.85,483.155,400.96,-1249.68,889.606
6.23,217.997,-1265.27,40.1802,318.998,-1243.6,105.462,206.36,-1239.53,484.859,399.515,-1249.54,894.339
6.24,218.017,-1265.39,40.1618,319.77,-1243.95,105.813,209.376,-1239.4,486.609,398.137,-1249.34,898.995
6.25,217.989,-1265.52,39.9617,320.595,-1244.35,106.142,212.322,-1239.15,488.328,396.46,-1249.32,903.559
6.26,217.88,-1265.59,39.7921,321.544,-1244.55,106.381,215.251,-1238.86,490.188,394.852,-1249.31,908.121
6.27,217.84,-1265.68,39.7212,322.263,-1244.58,106.537,218.204,-1238.44,491.835,393.196,-1249.31,912.532
6.28,217.795,-1265.76,39.6252,322.982,-1244.89,106.9,221.075,-1237.78,493.339,391.434,-1249.3,916.787
6.29,217.773,-1265.72,39.6173,323.638,-1244.91,107.07,223.967,-1237.17,494.971,389.663,-1249.54,920.964
6.3,217.795,-1265.75,39.7152,324.324,-1244.68,107.125,226.899,-1236.42,496.388,387.861,-1249.82,925.064
6.31,217.84,-1265.67,39.8112,324.822,-1244.57,107.297,229.891,-1235.58,497.979,386.111,-1250.05,928.873
6.32,217.901,-1265.59,39.9792,325.437,-1244.64,107.476,232.945,-1234.68,499.387,384.379,-1250.13,932.729
6.33,217.977,-1265.47,40.1808,326.106,-1244.66,107.81,236.002,-1233.66,500.803,382.593,-1250.16,936.452
6.34,218,-1265.35,40.3118,326.793,-1244.46,107.869,239.087,-1232.77,502.277,380.832,-1250.36,940.104
6.35,217.975,-1265.22,40.3062,327.374,-1244.44,108.171,242.25,-1231.8,503.807,378.925,-1250.64,943.889
6.36,217.989,-1265.18,40.3857,328.065,-1244.48,108.505,245.412,-1231,505.337,376.973,-1250.81,947.596
6.37,217.933,-1265.22,40.4198,328.891,-1244.35,108.721,248.59,-1230.19,506.744,374.944,-1251.05,951.224
6.38,217.902,-1265.22,40.3563,329.669,-1244.26,109.055,251.807,-1229.67,508.308,372.888,-1251.33,954.724
6.39,217.82,-1265.31,40.2167,330.412,-1244.18,109.295,255.088,-1229,509.594,370.91,-1251.54,958.184
6.4,217.666,-1265.43,39.9951,331.342,-1244.09,109.525,258.373,-1228.34,510.824,368.783,-1251.75,961.387
6.41,217.677,-1265.43,39.998,332.175,-1244.21,109.791,261.718,-1227.6,512.068,366.801,-1251.91,964.539
6.42,217.758,-1265.34,40.2256,332.909,-1244.18,109.933,265.107,-1227.11,513.26,364.743,-1252.13,967.542
6.43,217.854,-1265.22,40.3976,333.715,-1244.17,110.131,268.576,-1226.63,514.497,362.709,-1252.35,970.488
6.44,217.967,-1265.13,40.5555,334.458,-1244.21,110.372,271.964,-1226.07,515.547,360.698,-1252.5,973.043
6.45,218.099,-1264.97,40.7669,335.12,-1244.17,110.429,275.39,-1225.42,516.43,358.702,-1252.68,975.544
6.46,218.239,-1264.92,40.9185,335.932,-1244.25,110.643,278.85,-1225.24,517.622,356.746,-1252.89,978.007
6.47,218.284,-1264.87,40.9274,336.865,-1244.18,110.646,282.28,-1224.74,518.462,354.862,-1253.06,980.132
6.48,218.298,-1264.96,40.9699,337.754,-1244.31,110.964,285.64,-1224.4,519.403,353.087,-1253.38,982.188
6.49,218.272,-1265,40.8007,338.784,-1244.04,110.976,289.035,-1224.14,520.417,351.327,-1253.49,983.871
6.5,218.241,-1265.17,40.836,339.662,-1244.09,111.298,292.429,-1223.86,521.352,349.502,-1253.75,985.569
6.51,218.272,-1265.16,40.8555,340.337,-1243.92,111.528,295.692,-1223.42,522.128,347.676,-1253.87,987.142
6.52,218.415,-1265.04,40.9872,341.165,-1243.41,111.362,298.959,-1222.98,522.929,345.818,-1254.02,988.624
6.53,218.635,-1264.71,41.2629,341.909,-1243.33,111.476,302.193,-1222.58,523.653,344.011,-1254.16,989.879
6.54,218.966,-1264.5,41.6348,342.776,-1243.37,111.796,305.379,-1222.27,524.474,342.239,-1254.31,991.028
6.55,219.213,-1264.29,41.9135,343.704,-1242.91,111.66,308.276,-1221.94,525.104,340.425,-1254.33,992.067
6.56,219.421,-1264.05,42.02,344.561,-1242.92,111.928,310.994,-1221.81,525.731,338.718,-1254.47,992.846
6.57,219.592,-1263.97,42.1377,345.586,-1242.81,112.043,313.475,-1221.7,526.36,337.044,-1254.58,993.748
6.58,219.632,-1264.08,42.0897,346.43,-1242.74,112.146,315.678,-1221.77,526.856,335.355,-1254.9,994.526
6.59,219.541,-1264.41,42.0005,347.097,-1242.83,112.268,317.694,-1221.8,527.268,333.895,-1254.87,995.1
6.6,219.241,-1264.74,41.5725,347.866,-1242.95,112.419,319.594,-1221.75,527.689,332.496,-1254.81,995.625
6.61,219.028,-1265,41.0785,348.471,-1242.91,112.423,321.493,-1221.73,527.93,331.073,-1255.13,996.003
6.62,219.036,-1265.08,41.0543,348.866,-1242.93,112.486,323.307,-1221.72,528.276,329.841,-1255.2,996.248
6.63,219.058,-1264.99,41.1454,349.143,-1242.78,112.417,324.833,-1221.39,528.444,328.65,-1255.35,996.419
6.64,219.145,-1264.87,41.3061,349.476,-1242.53,112.447,326.339,-1221.16,528.617,327.505,-1255.62,996.487
6.65,219.21,-1264.75,41.4618,349.818,-1242.14,112.497,327.464,-1220.66,528.62,326.605,-1255.77,996.457
6.66,219.294,-1264.61,41.6342,350.172,-1241.64,112.383,328.449,-1220.45,528.828,325.678,-1256.09,996.441
6.67,219.354,-1264.46,41.6718,350.49,-1241.26,112.344,329.139,-1220.33,528.997,324.912,-1256.36,996.397
6.68,219.407,-1264.49,41.7442,350.75,-1241.15,112.376,329.57,-1220.21,529.017,324.365,-1256.46,996.324
6.69,219.409,-1264.58,41.7408,350.926,-1241.12,112.396,329.806,-1220.34,529.115,323.742,-1256.67,996.303
6.7,219.379,-1264.62,41.6343,351.014,-1241.33,112.504,329.832,-1220.49,529.13,323.246,-1256.88,996.32
6.71,219.263,-1264.79,41.4465,351.042,-1241.49,112.446,329.748,-1220.8,529.218,322.905,-1256.96,996.256
6.72,219.078,-1264.92,41.1098,351.011,-1241.77,112.454,329.593,-1221.1,529.224,322.606,-1256.98,996.176
6.73,218.935,-1265.08,40.8019,350.851,-1241.88,112.377,329.386,-1221.32,529.117,322.16,-1257.16,996.123
6.74,218.831,-1265.25,40.7075,350.732,-1241.96,112.32,329.252,-1221.51,529.031,321.702,-1257.52,996.122
6.75,218.738,-1265.33,40.6121,350.639,-1242,112.305,329.179,-1221.62,528.956,321.278,-1257.81,996.069
6.76,218.718,-1265.38,40.5963,350.681,-1241.92,112.245,329.285,-1221.7,528.986,320.952,-1258.08,995.914
6.77,218.746,-1265.42,40.5844,350.899,-1241.89,112.292,329.515,-1221.79,529.063,320.435,-1258.45,995.806
6.78,218.78,-1265.34,40.5862,351.21,-1241.82,112.398,329.887,-1221.89,529.141,319.744,-1258.92,995.902
6.79,218.822,-1265.33,40.6122,351.564,-1241.81,112.472,330.245,-1222.22,529.282,319.203,-1259.1,995.99
6.8,218.879,-1265.3,40.5769,351.918,-1241.75,112.514,330.537,-1222.46,529.414,318.733,-1259.28,996.063
6.81,218.963,-1265.3,40.6232,352.152,-1241.84,112.537,330.669,-1222.78,529.486,318.214,-1259.58,996.345
6.82,218.923,-1265.38,40.5973,352.299,-1242.01,112.53,330.752,-1223.08,529.576,317.778,-1259.69,996.508
